Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,PSOC,ISCO,SOC,AIOE,major_minor
Coastal Resource Assistant,"Agriculture, Forestry, and Fishing",Aquaculture,Higher Education,No,Yes,2133.0,2133,19-2041 ,1.1214078377932841,19
Coconut Farmer,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,9211.0,9211,45-2099,-1.153152853548008,45
Cocoon Farmer,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,6128.0,6123,45-2021,-1.0528327163871603,45
Coffee Farmer Nursery Operator,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,6117.0,6112,45-2091,-1.153152853548008,45
Commercial Air-Conditioning Unit Technician,"Electricity, Gas, Steam and Air Conditioning Supply",Airconditioning and Refrigeration,Not Higher Education,No,No,7127.0,7127,49-9021 ,-0.9106473891239083,49
Commercial Refrigeration Equipment Technician,"Electricity, Gas, Steam and Air Conditioning Supply",Airconditioning and Refrigeration,Not Higher Education,No,No,7127.0,7127,49-9021 ,-0.9106473891239083,49
Commis Chef,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,3434.0,3434,35-1012,-0.14891641817817763,35
Commis Helper,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Not Higher Education,No,No,9412.0,9412,35-9099 ,-0.6267809371496645,35
Communications and Advocacy Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2432.0,2432,27-3031 ,1.2230614224333591,27
Communications Consultant,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2431.0,2431,27-3043 ,0.7743766257616718,27
Communications Designer,"Professional, Scientific and Technical Activities",Specialized design activities,Higher Education,No,No,2513.0,2513,15-1134 ,1.2355878663736692,15
Communications Specialist,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,7422.0,7422,49-9052,-1.0922437980466209,49
Community Birth Attendant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,5311.0,5311,39-9011,-0.5276871682377668,39
Community Development Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,Yes,No,3412.0,3412,21-1093,0.7806366196871929,21
Community Governance Assistant,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,Yes,3343.0,3343,43-6011,1.0600457450196432,43
Community Health Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,3253.0,3253,21-1094 ,0.02291349193134059,21
Community Infectious Disease Management Officer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,2212.0,2212,29-1229,0.20593176813168124,29
Community Media Coordinator,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,Yes,3435.0,3435,39-3099 ,-0.5276871682377668,39
Community Ministry Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,3413.0,3413,21-2099,0.7806366196871929,21
Community Mobilization Officer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3412.0,3412,21-1093,0.7806366196871929,21
Community Nutrition Services Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,3253.0,3253,21-1094 ,0.02291349193134059,21
Community Outreach Aide,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,Yes,No,3253.0,3253,21-1094 ,0.02291349193134059,21
Community Participation Officer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3412.0,3412,21-1093,0.7806366196871929,21
Community Pharmacist,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,2262.0,2262,29-1051,0.6009057203410911,29
Community Relations Associate,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,2432.0,2432,27-3031 ,1.2230614224333591,27
Community Relations Officer,Construction,Construction of buildings,Higher Education,No,No,2432.0,2432,27-3031 ,1.2230614224333591,27
Community-Based Health Care Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3253.0,3253,21-1094 ,0.02291349193134059,21
Company Driver (Hotel),Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,8322.0,8322 p,53-3053,-0.5689450320871856,53
Compliance and Regulatory Officer,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,No,2422.0,2422,13-1199,1.4540568100648037,13
Compliance Officer,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,2422.0,2422,13-1199,1.4540568100648037,13
Computer Assembler,Manufacturing                                                ,Manufacture of computers and peripheral equipment and accessories,Not Higher Education,No,No,8212.0,8212,51-9194,-0.6501212176431842,51
Computer Maintenance Technologist (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,3512.0,3512,15-1151 ,1.2355878663736692,15
Computer Security Support Staff,Information and Communication,Other information service activities,Not Higher Education,No,No,2529.0,2529,15-1299,1.2355878663736692,15
Computer Technician,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,Yes,7422.0,7422,49-9052,-1.0922437980466209,49
Computer Transcriptionist,Information and Communication,Other information service activities,Higher Education,No,No,4419.0,4419,43-9199 ,1.0117367283079466,43
Concept Art Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,2166.0,2166,27-1024,0.733024170282144,27
Concierge Assistant,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,5153.0,5153,37-2011,-1.440933617762003,37
Concrete Pump Operator,Construction,Other specialized construction activities,Not Higher Education,No,No,8342.0,8342,47-5022,-1.15238606969144,47
Conductor,Transportation and Storage,Other land transport,Not Higher Education,No,No,5112.0,5112,53-6061,-0.3872555286506614,53
Confectioner,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Not Higher Education,No,No,7512.0,7512,51-3011,-0.39723816137149776,51
Conservation Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,2133.0,2133,19-2041 ,1.1214078377932841,19
Conservation Scientist,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,2132.0,2132,25-9021,0.8006554663832743,25
Construction Laborer,Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Not Higher Education,No,No,9313.0,9313,47-3019,-1.15238606969144,47
Construction Lift Passenger/ Material Elevator Operator,Construction,Construction of utility projects,Not Higher Education,No,No,8343.0,8343,53-7041,-0.9871245285050874,53
Construction Painter,Construction,Building completion and finishing,Not Higher Education,No,No,7131.0,7131,47-2142,-1.7325686291212419,47
Construction Scheduler,Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,No,Yes,1323.0,1323,11-9021,0.6023994322858968,11
Construction Site Assistant (Foreman),Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,No,Yes,7111.0,7111,11-9021,0.6023994322858968,11
Construction Site Technician,Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,No,Yes,2142.0,2142,17-2051 ,1.303068832130924,17
Consular Affairs Associate,Public Administration and Defense; Compulsory Social Security,Foreign affairs,Higher Education,No,Yes,3351.0,3351,33-3051,-0.7219361463874624,33
Consumer Electronics Assembler,Manufacturing                                                ,Manufacture of consumer electronics,Not Higher Education,No,No,8212.0,8212,51-9194,-0.6501212176431842,51
Contact Center (Call Center) Agent,Administrative and Support Service Activities,Call centers and other related activities,Not Higher Education,No,No,4222.0,4222,43-4171 ,1.0117367283079466,43
Container Stacker Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8343.0,8343,53-7041,-0.9871245285050874,53
Content Editor,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,2642.0,2642,27-3041 ,1.1083010062005718,27
Content Writer,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,2641.0,2641,27-3043,0.7743766257616718,27
Control Systems Technician,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Higher Education,Yes,No,3114.0,3114,17-3023,0.23070357188439491,17
Cook,Accommodation and Food Service Activities,Event catering and other food service activities,Not Higher Education,No,No,5120.0,5120,35-2019,-0.6267809371496645,35
Cook (Healthcare Facility),Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,5120.0,5120,35-2019,-0.6267809371496645,35
Cooling Systems Technician,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Higher Education,No,Yes,3114.0,3114,17-3023,0.23070357188439491,17
Co-op Administrative Support,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,4111.0,,43-601,1.0117367283079466,43
Cooperative Assistant,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,3343.0,3343,43-6011,1.0600457450196432,43
Cooperative Development Officer,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,No,No,2424.0,2424,13-1151 ,1.1966462559768865,13
Corporate Auditor,Financial and Insurance Activities,Activities of holding companies,Higher Education,Yes,No,2411.0,2411,13-2082,1.3620743346972182,13
